uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
e09d16b0323e74ca94525bd175ebc416,"  Leer más: Estas son las mejores roscas de reyes de la Rosquiza 2023  Estos son dos lugares en donde puedes encontrar paletas heladas dedicadas a la rosca de reyes:       Foto: FB/La-Tapatía-Paletería-Y-Nevería  Dirección: Lago atitlan no. 98 col. agua azul 57500 Nezahualcóyotl, Estado de México, MéxicoFB/La-Tapatía-Paletería-Y-Nevería  Los creadores de la rica paleta de nogada, sorprenden esta temporada con una paleta helada de rosca de reyes. Esta delicia la encuentras en la Palatería Maya, un local de la colonia Doctores que se ha destacado por presentrar originales sabores de paletas heladas.      Comer la paleta de rosca es como morder una rebanada de rosca de pan, es cremosita y tiene un sabor a naranja; también está adornada con las clásicas tiras de ate. Además del sabor auténtico, en su interior se puede encontrar un niño Dios, el cual se puede intercambiar por otra paleta para el Día de la Candelaria. Para hacer válida esta promoción es necesario etiquetarlos en FB o IG. Aunque ojo, no todas las paletas vienen con niño, soo unos pocos afortunados lo podrán encontrar cada día.   La paleta de rosca de reyes estará disponible hasta el 31 de enero.   Dirección: Dr. Velasco 1, col. Doctores IG: @paleteriamaya      Leer más: Hornea una Rosca de Reyes hecha con roles de canela  Los chicos de la Pantera Fresca cierran la temporada navideña con una rica paleta “Roscabuela”, una paleta que conjuga el sabor de la rosca de reyes con un rico chocolate abuelita.  También viene adornada con su respectivo ate y es ¡deliciosa!  Dirección: Cuentan con varias sucursales en la CDMX (Palmas, Polanco, Bosques, Roma, Narvarte) busca la más cercana a ti en su sitio web.IG: @lapanterafresca  En esta heladería hornearon mini roscas de reyes para que tu helado traiga todo el espíritu del seis de enero. Puedes pedir el helado que quieras y preguntar por la mini rosca. Ya verás como cualquier sabor le quedará bien.       Foto: @icecreamnationmx  Dirección: Merida 122, Roma Nte., Cuauhtémoc / Av México 123 - 1, Colonia Condesa /  Malintzin 165 - 2, Del Carmen, CoyoacánIG: @icecreamnationmx  Leer también: Qué es el ate     Recibe todos los viernes Hello Weekend, nuestro newsletter con lo último en gastronomía, viajes, tecnología, autos, moda y belleza. Suscríbete aquí: https://www.eluniversal.com.mx/newsletters", Continúa la temporada glotona con las paletas de rosca de reyes,https://www.eluniversal.com.mx/menu/continua-la-temporada-glotona-con-las-paletas-de-rosca-de-reyes,eluniversal,www.eluniversal.com.mx,6,197
7abd28b77e8b2b70b1a40c309a2664df," Por el Día de Reyes, la Procuraduría Federal del Consumidor (Profeco) invitó a los Reyes Magos a visitar el portal que muestra el comparador de diversos juguetes como montables, muñecas, autos eléctricos y mecánicos, así como videojuegos. La Profeco dijo que crearon el micrositio Quién es Quién en los Precios (www.profeco.gob.mx/precios/canasta/home.aspx) donde se pueden consultar los precios de juguetes de mayor demanda por el Día de Reyes.     Además anunció que del jueves 5 al sábado 7 de enero de 2023 visitará comercios de juguetes, de ropa, calzado, electrónicos, telefonía celular, dulcerías, entre otros, para verificar que tengan exhibidores de precios y atiendan a la legislación que les aplica. Lee también Mejorarán ventas por Día de Reyes en 2023: subirán a 20 mil mdp, estima Concanaco Para ello, “se implementarán brigadas itinerantes en las 38 principales ciudades del país, las cuales instrumentarán las diversas acciones de verificación y vigilancia, además de atender denuncias de consumidores contra proveedores o prestadores de servicios”.     Ello es parte del operativo Día de Reyes 2023, por el cual se colocarán “preciadores para proteger los derechos de los consumidores en todo momento en cuanto a que se respeten los precios”. El titular de la Profeco, Ricardo Sheffield Padilla, pidió a los Reyes Magos no endeudarse, cuidar sus bolsillos y les recordó que “la Profeco está para protegerlos en caso de que alguna juguetería se quiera pasar de rosca con ustedes”. Foto: Archivo EL UNIVERSAL      Lee también ¿Cuándo se parte y cuál es el origen de la Rosca de Día de Reyes? La visita de los Reyes Magos a las jugueterías mexicanas traerá mayores ventas que el año pasado, al esperarse que se alcancen los 20 mil millones de pesos, es decir, 3 mil millones más que en 2022, de acuerdo con la Confederación de Cámaras Nacionales de Comercio, Servicios y Turismo (Concanaco) Héctor Tejada Shaar, presidente de la Concanaco, dijo que los juguetes serán los bienes de mayor demanda en estos días, seguidos por los artículos electrónicos, por ejemplo, los videojuegos, tablets, celulares, consolas y computadoras. Adicionalmente, pidió a los Reyes Magos que adquieran sus regalos en el comercio formal, ya que en él se puede encontrar productos y servicios de calidad, además de mencionar que el comercio representa el 60% del Producto Interno Bruto (PIB) de México.     Lee también La rosca, a precios para reyes; sube hasta 33 por ciento Suscríbete aquí para recibir directo en tu correo nuestras newsletters sobre noticias del día, opinión y muchas opciones más. asf", ¿En busca de Barbies y Hot Wheels? Profeco ayuda a los Reyes Magos con esta herramienta para comparar precios,https://www.eluniversal.com.mx/cartera/en-busca-de-barbies-y-hot-wheels-profeco-ayuda-los-reyes-magos-con-esta-herramienta-para-comparar-precios,eluniversal,www.eluniversal.com.mx,11,218
7fc79ed204460bcfbb502f2d431caa5a," Los integrantes de la Segunda Comisión de Relaciones Exteriores, Defensa Nacional y Educación Pública, de la Permanente, avalaron por 11 a favor y 5 en contra, el nombramiento de Carlos Manuel Joaquín González como embajador de México en Canadá. Previamente, algunos legisladores cuestionaron la postulación del ex mandatario de Quintana Roo, realizada por el presidente Andrés Manuel López Obrador, por su falta de experiencia, y lo calificaron como un premio del titular del Ejecutivo federal.       Lee también: Apoyo ratificación de Carlos Joaquín González como embajador en Canadá, aclara José Narro La diputada Mariana Gómez del Campo, del PAN, lamentó que se proponga a perfiles sin que cumplan con los requisitos para ser embajadores, y que las embajadas y consulados sean utilizados como premios al entreguismo. También le cuestionó sobre las empresas mineras canadienses en México.  Beatriz Paredes Rangel, del PRI, dijo que para su grupo parlamentario, el programa sobre trabajadores migrantes concertado con Canadá, es una de las experiencias más exitosas en materia de migración regulada, y determinó importante ampliarlo a otros sectores.     “Tengo confianza en su profesionalismo, en el conocimiento que tiene en el sector turístico y de otros sectores, y tengo la certidumbre de que, si su nombramiento es ratificado, tendrá un desempeño patriótico, responsable y honorable”, comentó.     La diputada Laura Imelda Pérez Segura, de Morena, refirió que en 48 años del programa de migración regulada entre Canadá y México, han participado 420 mil jornaleros mexicanos en granjas agrícolas canadienses.      “En este marco, entendemos la importancia del papel de la sección consular, de la Embajada y los cinco consulados de México en Canadá, tienen una tarea fundamental en relación con el programa de trabajadoras y trabajadores agrícolas temporales”, señaló.      La diputada Sayonara Vargas Rodríguez, del PRI, señaló que la embajada requiere un perfil con experiencia en migración o materia laboral, y afirmó que no debe ser sólo una administración de oficina, en caso de ser ratificado.   Lee también: Comisión Permanente reanuda ratificación de Carlos Joaquín González como embajador de Canadá; cita a sesión El diputado Jesús Fernando García, del PT, dijo que “tiene cartas” en su currículo para representar a México en Canadá. Y señaló que en 2023, ambos países celebrarán 79 años de relaciones diplomáticas.     “Como países de América del Norte conforman una de las áreas de libre comercio más importante del mundo, en conjunto con Estados Unidos”, explicó. El dictamen fue remitido al pleno, y será votado mañana.  Suscríbete aquí para recibir directo en tu correo nuestras newsletters sobre noticias del día, opinión y muchas opciones más. ml/tjm", Avanza en comisiones nombramiento de Carlos Joaquín González como embajador en Canadá,https://www.eluniversal.com.mx/nacion/avanza-en-comisiones-nombramiento-de-carlos-joaquin-gonzalez-como-embajador-en-canada,eluniversal,www.eluniversal.com.mx,8,230
f253c7c6ed8abbb6cbca0f0b69f03869," Gracias a que una víctima de privación ilegal de la libertad logró escapar de sus captores, elementos de la Policía Preventiva junto con la Policía Estatal liberaron a un hombre y una mujer que estaban amarrados dentro de un domicilio. Un sujeto fue detenido.  La mujer de 48 años de edad informó a los agentes que en la vivienda ubicada en la colonia Ley 57, se encontraban otras dos personas privadas de su libertad y eran vigiladas por un individuo.       A las 08:00 horas de este miércoles 4 de enero, los oficiales preventivos se dirigieron a un negocio ubicado en las calles Artículo 123 entre Reyes y Héroes de Caborca, a donde una mujer llegó a pedir ayuda ya que había escapado de una casa de ese sector, tras ser privada de su libertad.  Lee también “Eres el hombre del año”: Familia de despachador de gasolina pasa Año Nuevo con él en el trabajo y se hace viral     De inmediato los oficiales se dirigieron a la casa,  en donde arrestaron a Javier ""N"" de 27 años de edad, quien quedó a disposición del Ministerio Público correspondiente.  En uno de los cuartos de la vivienda encontraron atados de pies y manos a una mujer y un joven de 40 y 25 años respectivamente, quienes rápidamente fueron rescatados.  Asimismo al ahora detenido se le aseguró un arma de fuego de uso exclusivo del ejército, calibre 9 milímetros.  La Secretaría de Seguridad Pública del      Estado, informó que Fiscalía de Sonora tomará declaraciones de los implicados y estará a cargo de la investigación por privación ilegal de la libertad de dos mujeres y un hombre en un domicilio en Hermosillo.   Suscríbete aquí para recibir directo en tu correo nuestras newsletters sobre noticias del día, opinión y muchas opciones más. cls  "," Policías rescatan a dos personas privadas de la libertad en Hermosillo, Sonora ",https://www.eluniversal.com.mx/estados/policias-rescatan-dos-personas-privadas-de-la-libertad-en-hermosillo-sonora,eluniversal,www.eluniversal.com.mx,8,142
b5d2f33faebef38c5dc05eefe6c26fd1," ¿Quién no recuerda al personaje de Pocahontas? una hermosa nativa que, tras salvarle la vida, se enamora de John Smith, un soldado británco que en 1600 llegó a América y fue tomado como rehén por su tribu.  Para muchos esta historia, llevada a la pantalla grande por Disney, no era más que un simple cuento, pero para Edward Norton significaba toda una leyenda familiar y es que por años creció oyendo a varios de sus seres queridos asegurar que decendían de esta mujer.  Aunque el protagonista de cintas como ""Hulk"" y ""El Club de la pelea"" jamás dio demasiada importancia estos relatos, ahora un programa de televisión le ha confirmado que Pocahontas es parte de su famlia.      Recientemente Norton participó en el programa ""Find Your Roots"", donde genealogistas profesionales investigan el pasado de varias celebridades y en el que le revelaron al actor que en realidad es nieto de la famosa nativa americana.  Lee también: Bad Bunny reaparece tras aventar el celular de una fan y lanza una fuerte advertencia En un adelanto de este episodio, que fue compartido en redes sociales, el historiador Henry Louis Gates Jr, presentador de la emisión confirmó la historia de la familia Norton, además le explicó a Edward cómo es que se relaciona con ella: ""Pocahontas es tu duodécima bisabuela. Entiendo que esto estaba en tu tradición familiar, bueno es verdad"", se le oye decir al presentador ante la mirada atónita del tres veces nominado al Oscar      Por si fuera poco, reveló que existen documentos que pueden corrobar dicha información, un certificado de matrimonio de aquella época: ""John Rolfe (un platador de tabaco) y Pocahontas se casaron en abril de 1614. Shakespeare murió en 1616"", agregó.   Through a direct paper trail leading to Pocahontas and John Rolfes’ 1614 marriage certificate, @EdwardNorton learns that his family lore appears to be true. His 12th great-grandmother is Pocohantas!  Tune in TOMORROW night on @PBS at 8/7c for the Finding Your Roots premiere!! pic.twitter.com/54sTTt2YKY      — Henry Louis Gates Jr (@HenryLouisGates) January 2, 2023 Por si este parentesco fuera poco,Gates también contó a Norton que sus antepasados tuvieron vínculos con la esclivitud, ya que su tercer busabuelo tuvo  ""a siete seres humanos esclavizados"", entre ellos un hombre de 55 años, una mujer de 37 y cinco niñas de entre 10 y cuatro años de edad. Ante tales afirmaciones, el actor aseguró sentirse inc´modo, pues no es grato saber que de alguna manera se está tan cerca con esta parte de la historia humana: ""Estas cosas son incómodas. Todo el mundo debería sentirse incómodo. Cuando lees 'esclavo, 8 años', te dan ganas de morirte"", expresó.  Lee también: Le llueven críticas a Sergio Mayer tras presumir su nuevo look con aretes y uñas pintadas    "," ¿Edward Norton, descendiente de Pocahontas? esta es la relación del actor con el icónico personaje",https://www.eluniversal.com.mx/espectaculos/edward-norton-descendiente-de-pocahontas-esta-es-la-relacion-del-actor-con-el-iconico-personaje,eluniversal,www.eluniversal.com.mx,7,254
f6d7df6f16487a3abe82601ea4165738," Recientemente se ha dado a conocer que la también compositora Gloria Trevi podría enfrentar de nuevo a las autoridades por el caso Trevi-Andrade, en el que se le acusó de rapto, corrupción, abuso y violación de menores hace casi 20 años.  Según información publicada por la revista Rolling Stone, dos nuevas denuncias fueron presentadas ante la corte de Los Ángeles el 31 de diciembre de 2022, al parecer, dos mujeres aseguran haber sido víctimas del Clan Trevi-Andrade cuando sólo tenían 15 y 13 años de edad.     El 1 de junio de 1999, la Procuraduría de Chihuahua giró orden de aprehensión contra Trevi, Andrade y Mary Boquitas, por lo que la cantante estuvo presa por cuatro años, ocho meses y ocho días.  Lee también: ¿Gloria Trevi en problemas legales?, aseguran que la cantante fue demandada por corrupción de menores en EU En una entrevista para el programa “El minuto que cambió mi destino” que es conducido por el periodista Gustavo Adolfo Infante, la regiomontana dijo que tuvo que esperar tras las rejas un juicio, pues ni siquiera estaba condenada, pero la encarcelaron debido a un mal proceso.      También resaltó que le tiene paciencia a la gente que la juzga sin conocerla y, en ese entonces, pidió que quienes lo hacen se den la oportunidad de escucharla y de investigarla para que formen un juicio con base en sus hechos y no en los dichos.  “A los que me juzgan sin conocerme les tengo mucha paciencia y espero la oportunidad de que me conozcan y me escuchen, de investigarme y que me conozcan por mis hechos y no por los dichos de los demás”, dijo.         Una publicación compartida de Gloria Trevi (@gloriatrevi)  Lee también: ¿Gloria Trevi, víctima o victimaria?; la pregunta que acecha a la cantante a más de 18 años de salir de prisión La ex-corista Aline Hernández publicó en 1998 el libro “La Gloria por el infierno”, en el que reveló los supuestos actos de Sergio Andrade en colaboración con Gloria Trevi. En éste se habló de los abusos y humillaciones que recibían las jóvenes que trabajaban con Andrade. Un año después, la señora Teresita de Jesús Gómez, madre de Karina Alejandra Yapor Gómez, presentó una denuncia ante la Procuraduría de Justicia del Estado de Chihuahua en contra del Clan Trevi-Andrade por los delitos de rapto, corrupción, abuso y violación de menores.     Es así que las autoridades giran la orden de aprehensión en contra de María Raquenel Portillo ""Mary Boquitas"", Marlene Calderón, Sergio Andrade y Gloria Trevi, sin embargo, para ese momento se encontraban prófugos.  Con la colaboración de la Interpol logran localizar al Clan Trevi-Andrade, luego de 10 meses en Río de Janeiro, Brasil. En consecuencia, el gobierno mexicano solicitó la extradición de los implicados bajo los cargos de violación y secuestro de menores.     ayef", ¿Cuánto tiempo estuvo presa Gloria Trevi por caso Andrade?,https://www.eluniversal.com.mx/tendencias/cuanto-tiempo-estuvo-presa-gloria-trevi-por-caso-andrade,eluniversal,www.eluniversal.com.mx,6,228
50de3405b842f1b187b3e1ee179a376a," Zacatecas.-  ¿Dónde está Viviana?, ¿Dónde está Daniela?, ¿Dónde está Paola? ¿Dónde está José?; ¡De Norte a sur, de este a oeste, los vamos a encontrar cueste lo que cueste!, ¡David haz algo, nos están matando¡, ¡Vivos se los llevaron, vivos los queremos!, fueron parte de las principales consignas que gritaban en la marcha pacífica para exigir el pronto regreso de los cuatro jóvenes de Colotlán, Jalisco, que desaparecieron el 25 de diciembre en una carretera de Zacatecas.  En la marcha partió de la Unidad de Ingeniería y se realizó sobre el bulevar metropolitano López Mateos, hasta internarse a la zona centro por las avenidas González Ortega, Hidalgo y terminar en la Plaza de Armas, frente a Palacio de Gobierno, donde marcharon los familiares de los cuatro jóvenes, acompañados de amigos y diversos colectivos pro derechos humanos  y de búsqueda de personas desaparecidas.      Con vestimentas y globos blancos, marcharon exigiendo respuesta por parte de las autoridades zacatecanas, quienes portaban pancartas con los rostros no solo de los cuatro colotlenses desaparecidos, sino también de decenas de desaparecidos, al grito de “no están solos”.  Al llegar afuera de Palacio de Gobierno, se encontraron con las puertas cerradas del recinto gubernamental, por ello, gritaron consignas: “¡David gallina sal de tu oficina!, “Nosotros luchando y David vacacionando”, “David, que la imagen de los desaparecidos te persigan en tus sueños”.  Lee también Explosión en departamento en Providencia, Guadalajara deja cuatro policías heridos     Daniel Márquez, Rosa María Pichardo e Irma Montoya, padres de Daniela, Viviana y Paola, en una conferencia colectiva, declararon a los medios de comunicación que esta desaparición ocurrió el 25 de diciembre cuando iban de regreso a Colotlán, Jalisco, pero se perdió contacto con ellos en la comunidad de Víboras en el municipio zacatecano de Tepetongo, a cuyo lugar lo calificaron del “Triángulo de las Bermudas”, porque es donde han ocurrido estas desapariciones.  Consternados mencionaron que la lucha es para que regresen a la brevedad y con vida a sus hijas y al novio de una de ellas, incluso, imploraron a quienes los privaron de su libertad que se queden con el vehículo en el que viajaban, pero que los regresen con vida. En su desesperación, los padres  sugirieron a los criminales que si no saben cómo regresarlos, solo basta que los dejen sobre la carretera y ellos acudirán por ellos.  Mencionaron que saben que tanto la fiscalía de Zacatecas como de Jalisco realizan trabajos de investigación para tratar de localizar a sus hijas, pero no han tenido, hasta el momento, resultados, porque siguen sin aparecer.      Lamentaron que las puertas de gobierno estuvieran cerradas, ya que exigían que el gobernador David Monreal los recibiera y mencionaron que si el desaparecido fuera un hijo del mandatario: “ya hubiera ido corriendo a buscarlo”.  Tras ejercer presión con las consignas, finalmente salió el subsecretario Javier Reyes Romo para informar que se recibiría en una reunión privada a los familiares de los desaparecidos para dialogar con la secretaria general de gobierno, Gabriela Pinedo.  Mientras ellos ingresaron al recinto, afuera los manifestantes tapizaron las paredes con decenas de pancartas y cédulas de búsquedas de personas desaparecidos.          Suscríbete aquí para recibir directo en tu correo nuestras newsletters sobre noticias del día, opinión y muchas opciones más. cls  "," Marchan en Zacatecas por cuatro jóvenes desaparecidos de Colotlán, Jalisco ",https://www.eluniversal.com.mx/estados/marchan-en-zacatecas-por-cuatro-jovenes-desaparecidos-de-colotlan-jalisco,eluniversal,www.eluniversal.com.mx,7,267
8565851311d46d90e1bba1665ea1e19c," El exluchador de la UFC, Phil Baroni, fue detenido en la comunidad de San Pancho, en el municipio de Bahía de Banderas, Nayarit, por el feminicidio de su novia, una mujer de 46 años originaria de la Ciudad de México y quien vivía en esa localidad atendiendo su propio negocio. Aunque la Fiscalía de Nayarit informó sobre la detención del estadounidense hasta este miércoles, se sabe que los hechos ocurrieron el pasado primero de enero, cuando el exluchador discutió con su pareja por un asunto de celos y la golpeó. Baroni, de 46 años, se entregó a la policía ese día y dijo que había golpeado a su novia, identificada como Paola, y después de dejarla recostada en la cama ella dejó de respirar.   Según el relato que hizo a los policías, ambos se encontraban en la habitación de un hotel ubicado en la calle Asia, cuando comenzaron a discutir; dijo que él había consumido alcohol y enojado le ordenó meterse a bañar, pero ella se negó. El exluchador reaccionó violentamente y la obligó a meterse en la regadera tomándola de los brazos y empujándola haca el interior, por lo que ella se golpeo el rostro, después resbalo y cayó de espalda golpeándose la cabeza. Baroni señaló que cuando ella trató de levantarse la ayudó y la llevó a la cama, donde le quitó la ropa mojada y la tapó con una sabana porque le dijo que tenía frío; según su versión, después de algunos minutos ella le pidió cigarros y cerveza, por lo que él salió a la calle para conseguirlos.  Aseguró que al volver la encontró aparentemente dormida e intentó despertarla pero no reaccionó, se dio cuenta que no respiraba e intentó reanimarla sin lograrlo, entonces salió a pedir ayuda. Sobre la avenida Tercer Mundo encontró una patrulla de la Policía Turística del estado y les relató lo ocurrido; los policías lo acompañaron hasta el hotel y al entrar en la habitación encontraron a la mujer desnuda sobre el colchón y con golpes en distintas partes del cuerpo, por lo que arrestaron al extranjero y dieron aviso al Ministerio Público. Tras lo ocurrido, varias mujeres de la comunidad convocaron a una asamblea para acordar qué acciones tomarán para exigir que este feminicidio no quede impune.  ", Detienen a ex peleador de UFC por matar a golpes a su novia en un hotel en Nayarit,https://www.eluniversal.com.mx/estados/phil-baroni-detienen-ex-peleador-de-ufc-por-matar-golpes-su-novia-en-un-hotel-en-nayarit,eluniversal,www.eluniversal.com.mx,9,183
ca4f096ac82dbac22ef5f5e5a57ee985,"  Oaxaca de Juárez.— El diputado local César Mateos Benítez, del grupo parlamentario de Morena en el Congreso de Oaxaca acusó a autoridades electorales de solicitar dinero o promesas para ejecutar obras de infraestructura social como condición para validar las elecciones en municipios indígenas que se rigen por Usos y Costumbres.  Desde la tribuna del recinto legislativo el morenista acusó específicamente al titular de la Dirección Ejecutiva de Sistemas Normativos Indígenas del Instituto Estatal Electoral y de Participación Ciudadano de Oaxaca (IEEPCO), Filiberto Chávez Méndez, de exigir “compromisos” de las nuevas autoridades para emitir los dictámenes de validez.  Ante ello Mateos Benítez solicitó a las y los integrantes del Congreso instruir a la Auditoría Superior a investigar de oficio la posible comisión de faltas administrativas graves por parte del director ejecutivo de Sistemas Normativos Indígenas del IEEPCO.         De acuerdo con los dichos del legislador morenista, el funcionario electoral “habría utilizado ese cargo para cometer cohecho, peculado y desvío de recursos públicos, en relación con las elecciones en municipios indígenas celebradas en 2022”.  De acuerdo con la Ley General de Responsabilidades Administrativas este delito se contempla como cohecho, por lo que el diputado aseguró que “se debería investigar y establecer la responsabilidad de las ahora autoridades municipales que hubiesen aceptado participar en esos actos de corrupción”.  El legislador agregó a su exigencia el llamado al Consejo General del IEEPCO, para que rectifiquen su decisión de nombrar como titular de esa dirección a quien, dijo, “ha actuado a beneficio propio y en apoyo a cacicazgos locales y regionales, poniendo en alto riesgo la estabilidad del estado, la tranquilidad y la paz social, y deteriorando el tejido comunitario en los municipios indígenas”.         EL UNIVERSAL buscó al IEEPCO para conocer su postura sobre los señalamientos del legislador en relación con la validez de las elecciones en 407 municipios indígenas que fueron calificadas, de los 415 que debían renovar autoridades este 2022, pero hasta el momento no se ha obtenido respuesta.", Diputado morenista acusa al IEEPCO de “extorsión” a municipios indígenas para validar elecciones en Oaxaca,https://oaxaca.eluniversal.com.mx/politica/diputado-morenista-acusa-al-ieepco-de-extorsion-municipios-indigenas-para-validar,eluniversal,oaxaca.eluniversal.com.mx,10,172
1b35f2271740f67f790cb289db5529a4," En redes sociales sigue en tendencia el hombre de Bad Bunny, quien recientemente fue criticado por lanzar el celular de una fan que pretendía tomarse fotos con él, pero ahora por un hombre que lo imita en una fiesta de XV Años. En el clip de menos de un minuto, compartido en TikTok, se observa al imitador de Bad Bunny cantando en la mitad de la pista durante una fiesta. Y no, él no lanzó el celular de la persona que lo grababa, pese a que por momentos se le acercaba para hacer “close up”.     Pese a que la voz del imitador suena prácticamente igual a la del cantante puertorriqueño e incluso intento igualdad su look y peinado, los invitados lucen aburridos durante su interpretación. Lee también ¿Bad Bunny podría enfrentar acciones legales por aventar teléfono de fan? En las imágenes se observa a personas de todas las edades sentadas frente a sus mesas mirando el espectáculo. Tampoco la quinceañera luce muy animada e incluso se voltea hacia su celular mientras el imitador de Bad Bunny continúa con su interpretación del tema “Tití me preguntó”.        @ryanwhitelion.tv #viral #imitacion #parati #foryou #badbunnypr #puertorico #peru #titimepregunto ♬ sonido original - Bad Bunny TV  De acuerdo con las etiquetas con las que fue publicado el video, los hechos ocurrieron en Perú. “No viene al zócalo pero qué tal a los XV años”, “Me llevan eso y lloro”, “Mano ese público no te merece, tienes talentooo”, son algunos de los comentarios que se lee en la publicación.     Lee también TikTok: Joven se decepciona tras conocer al chef Salt Bae; ""nunca conozcas a tus héroes"" El video fue publicado por la cuenta del imitador de Bad Bunny, quien postea videos de todos los eventos a los que ha asistido interpretando al puertorriqueño, sobre todo fiestas. En sus más recientes publicaciones, los usuarios le han comentado: “Espero no me tires el celular”, “se imaginan que también chingue teléfonos?”.    @ryanwhitelion.tv #viral #imitador #badbunnypr #fypシ #parati #foryou #peru #puertorico @Bad Bunny ♬ Neverita - Bad Bunny      Suscríbete aquí para recibir directo en tu correo nuestras newsletters sobre noticias del día, opinión y muchas opciones más. sal"," Llevan a doble de Bad Bunny a fiesta de XV años y ""rompe"" TikTok, ¡no lanzó celulares!",https://www.eluniversal.com.mx/tendencias/llevan-doble-de-bad-bunny-fiesta-de-xv-anos-y-rompe-tiktok-no-lanzo-celulares,eluniversal,www.eluniversal.com.mx,11,191
